group,STATEFP20,COUNTYFP20,TRACTCE20,GEOID,Census-Tract-Name,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Lat,Long,Shape_Leng,TRACT_LBL2,Shape_Length,Shape_Area
286,53,33,25500,53033025500,255,Census Tract,G5020,S,1525774,0,47.4970782,-122.1699572,17915.3346795,Tract 025500,17915.3346794345,16423210.7555171
287,53,33,25601,53033025601,256.01,Census Tract,G5020,S,2809358,0,47.4828415,-122.1749934,26001.9451712,Tract 025601,26001.9451711365,30239720.7452434
288,53,33,25602,53033025602,256.02,Census Tract,G5020,S,5269483,0,47.4777777,-122.1491990,38066.3944666,Tract 025602,38066.3944665499,56720455.2079207
289,53,33,25702,53033025702,257.02,Census Tract,G5020,S,2782780,0,47.4635505,-122.1642790,28088.6572849,Tract 025702,28088.6572849291,29953912.0668122
290,53,33,25703,53033025703,257.03,Census Tract,G5020,S,944219,0,47.4659530,-122.1987897,13776.3595091,Tract 025703,13776.3595090727,10163565.5005038
291,53,33,25704,53033025704,257.04,Census Tract,G5020,S,2923198,0,47.4735006,-122.1884561,27038.3876032,Tract 025704,27038.3876032787,31465225.381357
292,53,33,25803,53033025803,258.03,Census Tract,G5020,S,1343483,0,47.4503896,-122.1784570,16727.2838505,Tract 025803,16727.2838504473,14461358.2244062
293,53,33,25804,53033025804,258.04,Census Tract,G5020,S,2364694,0,47.4547820,-122.1691753,28463.6474536,Tract 025804,28463.6474535812,25453670.3180975
294,53,33,25805,53033025805,258.05,Census Tract,G5020,S,2427753,0,47.4546858,-122.1937967,23225.5971313,Tract 025805,23225.5971312864,26132456.8240517
295,53,33,25806,53033025806,258.06,Census Tract,G5020,S,2936653,150317,47.4550034,-122.2107374,29087.1915785,Tract 025806,29087.1915784901,33228311.9027044
296,53,33,26001,53033026001,260.01,Census Tract,G5020,S,2660203,0,47.4988699,-122.2358957,28445.5542073,Tract 026001,28445.5542072589,28634083.2637338
297,53,33,26003,53033026003,260.03,Census Tract,G5020,S,1133278,1607,47.4792093,-122.2424677,21317.330979,Tract 026003,21317.3309789949,12215882.9802727
298,53,33,26004,53033026004,260.04,Census Tract,G5020,S,1634546,0,47.4905387,-122.2230349,20967.3519799,Tract 026004,20967.3519798354,17594108.4866346
299,53,33,26101,53033026101,261.01,Census Tract,G5020,S,2706291,7108,47.4871294,-122.2513766,32446.7230408,Tract 026101,32446.7230408173,29206790.0077499
300,53,33,26102,53033026102,261.02,Census Tract,G5020,S,1576655,0,47.4949418,-122.2498458,19354.7060643,Tract 026102,19354.7060642706,16970938.7836163
301,53,33,26200,53033026200,262,Census Tract,G5020,S,15386966,508436,47.4591441,-122.2435898,57981.6937811,Tract 026200,57981.6937811406,171098522.479592
302,53,33,26300,53033026300,263,Census Tract,G5020,S,4224982,323989,47.5036921,-122.2847033,48479.8698748,Tract 026300,48479.8698747842,48964373.6554624
303,53,33,26400,53033026400,264,Census Tract,G5020,S,4724320,294417,47.5090918,-122.3112029,46084.5049564,Tract 026400,46084.5049564272,54020898.4151596
304,53,33,26500,53033026500,265,Census Tract,G5020,S,2045074,1625,47.5130046,-122.3382273,27697.0726867,Tract 026500,27697.0726866656,22030303.0382194
305,53,33,26600,53033026600,266,Census Tract,G5020,S,1160392,0,47.5128460,-122.3632681,15954.1588806,Tract 026600,15954.1588805389,12490277.8070553
306,53,33,26700,53033026700,267,Census Tract,G5020,S,3084838,419292,47.4962149,-122.3638882,27549.1400351,Tract 026700,27549.1400350894,37718018.6629328
307,53,33,26801,53033026801,268.01,Census Tract,G5020,S,1541369,3031,47.5076338,-122.3433587,22488.5634487,Tract 026801,22488.5634486956,16623647.0732351
308,53,33,26802,53033026802,268.02,Census Tract,G5020,S,2035736,18135,47.4978290,-122.3413234,21664.5123843,Tract 026802,21664.5123843067,22107608.1635184
309,53,33,27000,53033027000,270,Census Tract,G5020,S,1978896,12524,47.4976819,-122.3219067,19214.1833787,Tract 027000,19214.1833787309,21435422.2724687
310,53,33,27100,53033027100,271,Census Tract,G5020,S,1566609,0,47.4920578,-122.2998501,21343.3462095,Tract 027100,21343.346209484,16862781.656822
311,53,33,27200,53033027200,272,Census Tract,G5020,S,3245737,84995,47.4867948,-122.2813197,31312.6923279,Tract 027200,31312.6923279366,35851746.8686666
312,53,33,27300,53033027300,273,Census Tract,G5020,S,3549642,5405,47.4805960,-122.2985241,25866.0894631,Tract 027300,25866.0894630574,38266352.1920712
313,53,33,27400,53033027400,274,Census Tract,G5020,S,3325455,0,47.4827326,-122.3236114,25002.9379258,Tract 027400,25002.9379257809,35795006.4725257
314,53,33,27500,53033027500,275,Census Tract,G5020,S,2229526,0,47.4816357,-122.3411720,20607.3756972,Tract 027500,20607.3756972372,23998528.9338714
315,53,33,27600,53033027600,276,Census Tract,G5020,S,2854126,1287647,47.4756660,-122.3586455,38754.4735013,Tract 027600,38754.4735013367,44581927.8261334
316,53,33,27701,53033027701,277.01,Census Tract,G5020,S,44157315,9775801,47.4509608,-122.4764915,121553.009776,Tract 027701,121553.00977607,580540256.900002
317,53,33,27702,53033027702,277.02,Census Tract,G5020,S,51502878,23418662,47.3758443,-122.4365251,133559.491155,Tract 027702,133559.491155241,806487247.050644
318,53,33,27800,53033027800,278,Census Tract,G5020,S,2582664,1104566,47.4515094,-122.3679231,32228.771455,Tract 027800,32228.77145499,39689576.1990025
319,53,33,27901,53033027901,279.01,Census Tract,G5020,S,1866614,156045,47.4629628,-122.3529063,24262.6457851,Tract 027901,24262.6457850307,21771979.3916273
320,53,33,27902,53033027902,279.02,Census Tract,G5020,S,1488964,0,47.4668558,-122.3415310,18354.0363176,Tract 027902,18354.036317569,16027207.8396029
321,53,33,28000,53033028000,280,Census Tract,G5020,S,1951003,0,47.4667160,-122.3244687,21054.177495,Tract 028000,21054.1774950254,21000624.504624
322,53,33,28100,53033028100,281,Census Tract,G5020,S,1590422,0,47.4687361,-122.2988958,18626.154693,Tract 028100,18626.1546929957,17119268.9920095
323,53,33,28200,53033028200,282,Census Tract,G5020,S,2658633,612,47.4656308,-122.2755633,23587.6026378,Tract 028200,23587.6026378038,28624178.2120697
324,53,33,28300,53033028300,283,Census Tract,G5020,S,8153490,139520,47.4314308,-122.2689984,62770.8885162,Tract 028300,62770.8885162637,89267276.0600615
325,53,33,28402,53033028402,284.02,Census Tract,G5020,S,8518208,0,47.4504671,-122.3032766,46239.7269658,Tract 028402,46239.7269658333,91690647.0724567
326,53,33,28403,53033028403,284.03,Census Tract,G5020,S,2075832,32666,47.4388123,-122.2834050,19246.3356527,Tract 028403,19246.3356526951,22696147.2383803
327,53,33,28500,53033028500,285,Census Tract,G5020,S,3509793,0,47.4454085,-122.3248135,34190.837128,Tract 028500,34190.8371280764,37779743.8495042
328,53,33,28600,53033028600,286,Census Tract,G5020,S,6378626,1972936,47.4329749,-122.3446892,54723.6365378,Tract 028600,54723.636537837,89897507.597731
329,53,33,28700,53033028700,287,Census Tract,G5020,S,2675319,0,47.4212394,-122.3278018,23258.3036186,Tract 028700,23258.3036186162,28797724.0556381
330,53,33,28801,53033028801,288.01,Census Tract,G5020,S,5221717,0,47.4207125,-122.3085621,32941.645596,Tract 028801,32941.6455959863,56207664.7755535
331,53,33,28802,53033028802,288.02,Census Tract,G5020,S,2397498,415838,47.4249280,-122.2883103,28775.9103098,Tract 028802,28775.9103097794,30283245.2372702
332,53,33,28901,53033028901,289.01,Census Tract,G5020,S,2295692,415797,47.4026302,-122.3203514,27909.2533831,Tract 028901,27909.2533830721,29187237.8655356
333,53,33,28902,53033028902,289.02,Census Tract,G5020,S,2065170,0,47.3993990,-122.3017520,24179.1094377,Tract 028902,24179.1094376984,22230167.0756344
334,53,33,29001,53033029001,290.01,Census Tract,G5020,S,2565840,1021619,47.3840072,-122.3220797,27185.3909698,Tract 029001,27185.390969816,38616761.074279
335,53,33,29003,53033029003,290.03,Census Tract,G5020,S,2568431,0,47.3825199,-122.3057587,32322.1270466,Tract 029003,32322.1270466244,27647609.0921477
336,53,33,29004,53033029004,290.04,Census Tract,G5020,S,1827762,0,47.3798558,-122.2968868,30601.2609721,Tract 029004,30601.2609721392,19674748.9053806
337,53,33,29101,53033029101,291.01,Census Tract,G5020,S,3368999,166228,47.3978567,-122.2786386,38712.9111211,Tract 029101,38712.9111211145,38054324.7346336
338,53,33,29102,53033029102,291.02,Census Tract,G5020,S,2567137,0,47.3798860,-122.2841327,24992.3483217,Tract 029102,24992.3483217257,27633705.6045197
339,53,33,29203,53033029203,292.03,Census Tract,G5020,S,2009030,0,47.3862784,-122.2313781,28457.7789151,Tract 029203,28457.7789151196,21625944.3390525
340,53,33,29205,53033029205,292.05,Census Tract,G5020,S,1868767,40687,47.3878067,-122.2638518,28181.7650489,Tract 029205,28181.7650488866,20554041.758293
341,53,33,29206,53033029206,292.06,Census Tract,G5020,S,17259980,232894,47.4144378,-122.2433601,69283.5991855,Tract 029206,69283.5991855318,188297487.116834
342,53,33,29207,53033029207,292.07,Census Tract,G5020,S,2255652,1263,47.4044643,-122.2110851,28910.057293,Tract 029207,28910.0572929615,24294029.3832839
343,53,33,29208,53033029208,292.08,Census Tract,G5020,S,1978624,423,47.3929289,-122.2206867,21652.833508,Tract 029208,21652.8335079937,21303077.0837583
344,53,33,29304,53033029304,293.04,Census Tract,G5020,S,4162138,507,47.4385923,-122.1691860,27020.6697518,Tract 029304,27020.6697518293,44807219.3420141
345,53,33,29305,53033029305,293.05,Census Tract,G5020,S,2897230,2246,47.4219143,-122.2114434,22923.3236604,Tract 029305,22923.3236603646,31210555.5486098
346,53,33,29306,53033029306,293.06,Census Tract,G5020,S,2372866,182821,47.4214221,-122.1801056,20992.1922891,Tract 029306,20992.1922890745,27509923.8227994
347,53,33,29307,53033029307,293.07,Census Tract,G5020,S,3830941,39589,47.4218407,-122.1594823,26347.7503579,Tract 029307,26347.7503579627,41663188.430177
348,53,33,29308,53033029308,293.08,Census Tract,G5020,S,1347848,0,47.4377350,-122.1916538,16228.0863531,Tract 029308,16228.0863531484,14508402.8506679
349,53,33,29309,53033029309,293.09,Census Tract,G5020,S,2261673,0,47.4363871,-122.2072334,21294.6163587,Tract 029309,21294.6163586514,24344962.8108865
350,53,33,29403,53033029403,294.03,Census Tract,G5020,S,2407379,385,47.4094803,-122.2003764,20836.8589917,Tract 029403,20836.8589917067,25917796.3830831
351,53,33,29405,53033029405,294.05,Census Tract,G5020,S,2492138,0,47.4089182,-122.1759183,21074.1763056,Tract 029405,21074.1763055396,26826012.9573336
352,53,33,29406,53033029406,294.06,Census Tract,G5020,S,2620731,89031,47.3974254,-122.1786815,22017.9871851,Tract 029406,22017.9871850676,29168780.5977001
353,53,33,29407,53033029407,294.07,Census Tract,G5020,S,1334702,0,47.3941343,-122.2018618,18167.6609365,Tract 029407,18167.6609365254,14367190.0030421
354,53,33,29408,53033029408,294.08,Census Tract,G5020,S,1263995,0,47.3947994,-122.1917809,19416.389533,Tract 029408,19416.3895330344,13606070.5808948
355,53,33,29504,53033029504,295.04,Census Tract,G5020,S,1883417,0,47.3797202,-122.1945496,18236.1929628,Tract 029504,18236.1929627459,20273849.6759339
356,53,33,29505,53033029505,295.05,Census Tract,G5020,S,1408180,0,47.3803885,-122.2083785,15761.1793477,Tract 029505,15761.1793477031,15158179.8702742
357,53,33,29506,53033029506,295.06,Census Tract,G5020,S,953757,0,47.3697588,-122.1987143,18618.2465309,Tract 029506,18618.2465308677,10266664.4148149
358,53,33,29507,53033029507,295.07,Census Tract,G5020,S,1749224,0,47.3671453,-122.1743525,18847.5351443,Tract 029507,18847.5351443362,18829453.9277645
359,53,33,29508,53033029508,295.08,Census Tract,G5020,S,2562172,34833,47.3851005,-122.1787790,21149.9970777,Tract 029508,21149.9970776843,27955187.2450375
360,53,33,29602,53033029602,296.02,Census Tract,G5020,S,6665522,47921,47.3382029,-122.1880797,41181.4697903,Tract 029602,41181.4697902747,72267467.7290162
361,53,33,29603,53033029603,296.03,Census Tract,G5020,S,1543490,5693,47.3615608,-122.1880658,18577.8753973,Tract 029603,18577.8753972688,16676118.2911144
362,53,33,29604,53033029604,296.04,Census Tract,G5020,S,2407546,64463,47.3535767,-122.1823359,26578.8186523,Tract 029604,26578.8186523227,26609991.3627821
363,53,33,29701,53033029701,297.01,Census Tract,G5020,S,3422205,19062,47.3748371,-122.2271478,38255.3349327,Tract 029701,38255.3349327518,37043247.7222875
364,53,33,29702,53033029702,297.02,Census Tract,G5020,S,7757183,215197,47.3588998,-122.2224780,59496.8899504,Tract 029702,59496.8899504501,85818646.6992633
365,53,33,29803,53033029803,298.03,Census Tract,G5020,S,5399602,152809,47.3647476,-122.2637248,38127.7704519,Tract 029803,38127.7704518977,59768629.5847434
366,53,33,29804,53033029804,298.04,Census Tract,G5020,S,2506782,0,47.3614589,-122.2825109,27375.9400476,Tract 029804,27375.9400476076,26984211.6091547
367,53,33,29805,53033029805,298.05,Census Tract,G5020,S,3167566,2878,47.3399246,-122.2716387,31104.2941345,Tract 029805,31104.2941344926,34128604.5443315
368,53,33,29806,53033029806,298.06,Census Tract,G5020,S,3690363,170101,47.3499788,-122.2771826,34281.0143091,Tract 029806,34281.0143090752,41556093.4671109
369,53,33,29901,53033029901,299.01,Census Tract,G5020,S,3958812,107134,47.3240587,-122.2823360,27048.5816061,Tract 029901,27048.5816061164,43768612.0077119
370,53,33,29902,53033029902,299.02,Census Tract,G5020,S,6244310,0,47.3205788,-122.2617029,40517.7479999,Tract 029902,40517.747999908,67218073.1756221
371,53,33,30003,53033030003,300.03,Census Tract,G5020,S,4604664,963078,47.3588458,-122.3152313,42666.4381778,Tract 030003,42666.438177785,59933986.6381185
372,53,33,30005,53033030005,300.05,Census Tract,G5020,S,2163062,0,47.3365978,-122.3028494,19395.763909,Tract 030005,19395.7639090604,23284503.8062488
373,53,33,30006,53033030006,300.06,Census Tract,G5020,S,1993786,164002,47.3240403,-122.3041394,18976.2940646,Tract 030006,18976.2940646114,23227887.9289795
374,53,33,30007,53033030007,300.07,Census Tract,G5020,S,643528,0,47.3531290,-122.3075675,11725.2211208,Tract 030007,11725.2211208064,6927302.4129352
375,53,33,30008,53033030008,300.08,Census Tract,G5020,S,1407520,0,47.3487317,-122.3015522,20378.3633205,Tract 030008,20378.3633204984,15151281.2042513
376,53,33,30101,53033030101,301.01,Census Tract,G5020,S,3316611,1920873,47.3332218,-122.3577607,42822.7110582,Tract 030101,42822.7110581643,56379543.0350375
377,53,33,30102,53033030102,301.02,Census Tract,G5020,S,2586301,0,47.3381770,-122.3285768,27507.5083638,Tract 030102,27507.5083637875,27840496.7818483
378,53,33,30201,53033030201,302.01,Census Tract,G5020,S,2807515,64020,47.3206958,-122.3487088,22818.0639886,Tract 030201,22818.0639885613,30911154.0488589
379,53,33,30203,53033030203,302.03,Census Tract,G5020,S,1488981,0,47.3194456,-122.3249090,18328.7928849,Tract 030203,18328.7928848265,16028413.045234
380,53,33,30204,53033030204,302.04,Census Tract,G5020,S,1789757,0,47.3284826,-122.3216107,20503.1279579,Tract 030204,20503.1279578524,19266115.7045263
381,53,33,30304,53033030304,303.04,Census Tract,G5020,S,7535865,0,47.2766850,-122.3301341,43668.5110446,Tract 030304,43668.5110446163,81123127.4953751
382,53,33,30305,53033030305,303.05,Census Tract,G5020,S,3819389,999771,47.3189904,-122.3888642,33996.6972346,Tract 030305,33996.6972346253,51876776.0329262
383,53,33,30306,53033030306,303.06,Census Tract,G5020,S,3705307,630354,47.3130408,-122.3996459,39006.6368442,Tract 030306,39006.6368442365,46672276.8477062
384,53,33,30308,53033030308,303.08,Census Tract,G5020,S,2154063,0,47.3083168,-122.3520249,20264.8243525,Tract 030308,20264.8243525457,23187977.7582772
385,53,33,30309,53033030309,303.09,Census Tract,G5020,S,2194432,27034,47.3034962,-122.3373003,25113.7479104,Tract 030309,25113.7479103845,23913612.0948481
386,53,33,30310,53033030310,303.10,Census Tract,G5020,S,3205496,0,47.2901057,-122.3495936,24509.3430163,Tract 030310,24509.3430163014,34506642.028843
387,53,33,30311,53033030311,303.11,Census Tract,G5020,S,1900457,3993,47.3078811,-122.3685730,21015.1672399,Tract 030311,21015.1672398495,20500931.0220178
388,53,33,30312,53033030312,303.12,Census Tract,G5020,S,1853047,0,47.2932142,-122.3682021,21364.405044,Tract 030312,21364.4050440546,19947781.2978623
389,53,33,30313,53033030313,303.13,Census Tract,G5020,S,4061855,0,47.3002007,-122.3138424,34015.7883054,Tract 030313,34015.7883054367,43725073.142308
390,53,33,30314,53033030314,303.14,Census Tract,G5020,S,2492084,0,47.3080966,-122.3237353,20427.8637454,Tract 030314,20427.8637453629,26826675.7746889
391,53,33,30403,53033030403,304.03,Census Tract,G5020,S,3758274,6562,47.2677487,-122.3092311,31509.5569863,Tract 030403,31509.5569862719,40528425.6731528
392,53,33,30404,53033030404,304.04,Census Tract,G5020,S,5998037,215746,47.2674240,-122.2759315,39638.3482236,Tract 030404,39638.3482236043,66891251.8720282
393,53,33,30405,53033030405,304.05,Census Tract,G5020,S,4929005,87963,47.2908056,-122.2702520,36671.9319057,Tract 030405,36671.9319056724,54006927.9669219
394,53,33,30406,53033030406,304.06,Census Tract,G5020,S,2680316,70290,47.2857643,-122.2897663,28662.5641414,Tract 030406,28662.564141401,29609962.3554503
395,53,33,30407,53033030407,304.07,Census Tract,G5020,S,4497215,184183,47.3109875,-122.2864180,32326.0635148,Tract 030407,32326.0635148326,50394208.2158873
396,53,33,30501,53033030501,305.01,Census Tract,G5020,S,11369294,43830,47.3273852,-122.2353377,50618.3437179,Tract 030501,50618.3437179102,122858293.61309
397,53,33,30503,53033030503,305.03,Census Tract,G5020,S,3121911,64270,47.3427791,-122.2131216,29471.9234221,Tract 030503,29471.9234221363,34297856.7820296
398,53,33,30504,53033030504,305.04,Census Tract,G5020,S,1524224,42762,47.3211155,-122.2135048,18977.8763014,Tract 030504,18977.8763014498,16868118.3869458
399,53,33,30600,53033030600,306,Census Tract,G5020,S,3379427,77105,47.3069144,-122.2074969,37719.4242655,Tract 030600,37719.4242655767,37208690.1383379
400,53,33,30700,53033030700,307,Census Tract,G5020,S,1553394,0,47.2971234,-122.2215759,17513.4821889,Tract 030700,17513.4821889297,16721994.6477335
401,53,33,30801,53033030801,308.01,Census Tract,G5020,S,6956937,33590,47.2882624,-122.2362214,52797.8754314,Tract 030801,52797.8754314014,75252145.8659573
402,53,33,30802,53033030802,308.02,Census Tract,G5020,S,1385571,0,47.2861014,-122.2136873,18850.7711364,Tract 030802,18850.771136388,14915483.0586942
403,53,33,30901,53033030901,309.01,Census Tract,G5020,S,3121700,0,47.2807128,-122.2531121,29902.8393415,Tract 030901,29902.8393415263,33604878.6876547
404,53,33,30902,53033030902,309.02,Census Tract,G5020,S,3905389,46988,47.2657557,-122.2444934,32076.7400792,Tract 030902,32076.7400792381,42547301.9445249
405,53,33,31000,53033031000,310,Census Tract,G5020,S,12462097,292603,47.2689510,-122.1862092,55483.038421,Tract 031000,55483.0384210371,137304038.57225
406,53,33,31101,53033031101,311.01,Census Tract,G5020,S,4989541,64354,47.2932886,-122.1877375,36695.9168772,Tract 031101,36695.9168771804,54404336.4824145
407,53,33,31102,53033031102,311.02,Census Tract,G5020,S,2316959,60932,47.2834938,-122.1949103,30471.5215286,Tract 031102,30471.5215286153,25597739.9762499
408,53,33,31202,53033031202,312.02,Census Tract,G5020,S,66574091,1019606,47.2520052,-122.0674874,153974.370314,Tract 031202,153974.370313979,727652072.333574
409,53,33,31204,53033031204,312.04,Census Tract,G5020,S,36877757,601520,47.3063880,-122.1299110,100987.252108,Tract 031204,100987.252108193,403456097.692266
410,53,33,31206,53033031206,312.06,Census Tract,G5020,S,3633545,59492,47.3135679,-122.1836163,37310.3897859,Tract 031206,37310.3897858777,39754557.6690625
411,53,33,31207,53033031207,312.07,Census Tract,G5020,S,3261583,3323,47.3314691,-122.1622948,34270.2112915,Tract 031207,34270.2112915243,35145510.5642135
412,53,33,31208,53033031208,312.08,Census Tract,G5020,S,2618661,38070,47.3222578,-122.1936851,32866.495189,Tract 031208,32866.4951889587,28598845.6916115
413,53,33,31301,53033031301,313.01,Census Tract,G5020,S,32978507,459434,47.2046996,-122.0589541,102263.821438,Tract 031301,102263.821437634,359973045.02087
414,53,33,31302,53033031302,313.02,Census Tract,G5020,S,10837906,111632,47.1859751,-122.0119002,54393.439809,Tract 031302,54393.4398090212,117877730.977027
415,53,33,31400,53033031400,314,Census Tract,G5020,S,6362544,1179,47.2066360,-121.9889145,37048.755632,Tract 031400,37048.7556320311,68508260.4991589
416,53,33,31501,53033031501,315.01,Census Tract,G5020,S,161493800,2001827,47.3203800,-121.8791431,289802.2846,Tract 031501,289802.284599562,1759976984.88928
417,53,33,31502,53033031502,315.02,Census Tract,G5020,S,1025836912,9158672,47.2402889,-121.6344475,731681.852082,Tract 031502,731681.852081901,11141904357.8847
418,53,33,31601,53033031601,316.01,Census Tract,G5020,S,14669540,418506,47.3317137,-122.0861127,60986.9518333,Tract 031601,60986.9518332474,162417461.70216
419,53,33,31603,53033031603,316.03,Census Tract,G5020,S,55964494,1522722,47.3236554,-121.9918220,147464.801654,Tract 031603,147464.801653566,618829618.088368
420,53,33,31604,53033031604,316.04,Census Tract,G5020,S,4153703,3229,47.3543713,-122.0323107,30006.6958392,Tract 031604,30006.6958392079,44747444.030699
421,53,33,31605,53033031605,316.05,Census Tract,G5020,S,15390911,1564307,47.3232517,-122.0465811,67027.4153837,Tract 031605,67027.4153836348,182517709.055239
422,53,33,31704,53033031704,317.04,Census Tract,G5020,S,5719420,12142,47.3485353,-122.1451841,36849.8326797,Tract 031704,36849.8326797481,61697611.0140387
423,53,33,31705,53033031705,317.05,Census Tract,G5020,S,5049492,4701,47.3824059,-122.1154859,34388.5531986,Tract 031705,34388.55319858,54405398.5831661
424,53,33,31707,53033031707,317.07,Census Tract,G5020,S,3703354,19146,47.3804384,-122.1546595,27995.5249493,Tract 031707,27995.5249493058,40070499.9318097
425,53,33,31708,53033031708,317.08,Census Tract,G5020,S,3437397,623236,47.3646051,-122.1480260,28025.1232135,Tract 031708,28025.1232134673,43710595.8822352
426,53,33,31709,53033031709,317.09,Census Tract,G5020,S,2145617,17381,47.3671678,-122.1216212,21269.0174638,Tract 031709,21269.0174638318,23283509.0627775
427,53,33,31710,53033031710,317.10,Census Tract,G5020,S,2038633,0,47.3611079,-122.1118518,23741.652167,Tract 031710,23741.6521670077,21944852.4225799
428,53,33,31800,53033031800,318,Census Tract,G5020,S,24906521,3267355,47.4085335,-122.1178188,78482.0511448,Tract 031800,78482.0511447638,303271030.662752
429,53,33,31904,53033031904,319.04,Census Tract,G5020,S,18890095,168049,47.4681599,-122.0626090,71992.536844,Tract 031904,71992.5368440009,205142080.133185
430,53,33,31906,53033031906,319.06,Census Tract,G5020,S,10565748,589118,47.4368923,-122.0929679,50950.7644316,Tract 031906,50950.7644316352,120072016.054599
431,53,33,31908,53033031908,319.08,Census Tract,G5020,S,1827093,0,47.4471071,-122.1427639,21565.9145535,Tract 031908,21565.9145534601,19667012.1484004
